Customer Name,Order Date,Quantity,Sales
Giulietta Baptist,2015-12-31,0,0.0
George Zrebassa,2015-07-31,0,0.0
George Zrebassa,2015-06-30,0,0.0
George Zrebassa,2015-05-31,0,0.0
George Zrebassa,2015-04-30,0,0.0
George Zrebassa,2015-03-31,0,0.0
George Zrebassa,2015-02-28,0,0.0
George Zrebassa,2015-01-31,0,0.0
George Zrebassa,2014-12-31,0,0.0
George Zrebassa,2016-06-30,0,0.0
George Zrebassa,2016-07-31,0,0.0
George Zrebassa,2016-08-31,0,0.0
George Zrebassa,2016-09-30,0,0.0
Giulietta Baptist,2015-11-30,0,0.0
Giulietta Baptist,2015-10-31,0,0.0
Beth Paige,2015-12-31,0,0.0
Giulietta Baptist,2015-08-31,0,0.0
Giulietta Baptist,2015-07-31,0,0.0
Beth Paige,2016-01-31,0,0.0
Beth Paige,2016-02-29,0,0.0
Beth Paige,2016-03-31,0,0.0
Beth Paige,2016-06-30,0,0.0
George Zrebassa,2017-05-31,0,0.0
George Zrebassa,2017-04-30,0,0.0
Beth Paige,2016-08-31,0,0.0
George Zrebassa,2017-02-28,0,0.0
George Zrebassa,2017-01-31,0,0.0
George Zrebassa,2016-12-31,0,0.0
George Zrebassa,2016-11-30,0,0.0
George Zrebassa,2016-10-31,0,0.0
Gene McClure,2017-05-31,0,0.0
Gene McClure,2017-03-31,0,0.0
Giulietta Dortch,2016-01-31,0,0.0
Gary Mitchum,2015-03-31,0,0.0
Gary Mitchum,2015-11-30,0,0.0
Gary Mitchum,2015-10-31,0,0.0
Gary Mitchum,2015-09-30,0,0.0
Gary Mitchum,2015-08-31,0,0.0
Gary Mitchum,2015-07-31,0,0.0
Gary Mitchum,2015-06-30,0,0.0
Gary Mitchum,2015-05-31,0,0.0
Gary Mitchum,2015-04-30,0,0.0
Gary Mitchum,2015-02-28,0,0.0
Gary Mitchum,2016-01-31,0,0.0
Gary Mitchum,2015-01-31,0,0.0
Beth Thompson,2016-06-30,0,0.0
Gary Mitchum,2014-11-30,0,0.0
Gary Mitchum,2014-10-31,0,0.0
Gary Mitchum,2014-09-30,0,0.0
Gary Mitchum,2014-08-31,0,0.0
Gary Mitchum,2014-07-31,0,0.0
Gary Mitchum,2014-06-30,0,0.0
Gary Mitchum,2015-12-31,0,0.0
Gary Mitchum,2016-02-29,0,0.0
Beth Thompson,2016-07-31,0,0.0
Gary Mitchum,2017-01-31,0,0.0
Gary Mitchum,2017-09-30,0,0.0
Beth Thompson,2016-04-30,0,0.0
Gary Mitchum,2017-07-31,0,0.0
Gary Mitchum,2017-06-30,0,0.0
Gary Mitchum,2017-05-31,0,0.0
Gary Mitchum,2017-04-30,0,0.0
Gary Mitchum,2017-03-31,0,0.0
Gary Mitchum,2017-02-28,0,0.0
Gary Mitchum,2016-12-31,0,0.0
Gary Mitchum,2016-03-31,0,0.0
Gary Mitchum,2016-11-30,0,0.0
Gary Mitchum,2016-10-31,0,0.0
Gary Mitchum,2016-09-30,0,0.0
Gary Mitchum,2016-08-31,0,0.0
Gary Mitchum,2016-07-31,0,0.0
Gary Mitchum,2016-06-30,0,0.0
Gary Mitchum,2016-05-31,0,0.0
Beth Thompson,2016-05-31,0,0.0
Gary Mitchum,2014-05-31,0,0.0
Beth Thompson,2016-08-31,0,0.0
Gene McClure,2017-02-28,0,0.0
Gary McGarr,2015-02-28,0,0.0
Gary McGarr,2015-10-31,0,0.0
Gary McGarr,2015-09-30,0,0.0
Gary McGarr,2015-08-31,0,0.0
Gary McGarr,2015-07-31,0,0.0
Gary McGarr,2015-06-30,0,0.0
Gary McGarr,2015-05-31,0,0.0
Gary McGarr,2015-04-30,0,0.0
Gary McGarr,2015-03-31,0,0.0
Gary McGarr,2015-01-31,0,0.0
Gary McGarr,2015-12-31,0,0.0
Bill Donatelli,2015-06-30,0,0.0
Gary McGarr,2014-11-30,0,0.0
Gary McGarr,2014-10-31,0,0.0
Gary McGarr,2014-09-30,0,0.0
Gary McGarr,2014-08-31,0,0.0
Gary McGarr,2014-07-31,0,0.0
Gary McGarr,2014-06-30,0,0.0
Gary McGarr,2014-05-31,0,0.0
Gary McGarr,2015-11-30,0,0.0
Gary McGarr,2016-01-31,0,0.0
Gary McGarr,2017-09-30,0,0.0
Beth Thompson,2016-12-31,0,0.0
Gary McGarr,2017-08-31,0,0.0
Beth Thompson,2016-09-30,0,0.0
Gary McGarr,2017-06-30,0,0.0
Gary McGarr,2017-05-31,0,0.0
Beth Thompson,2016-10-31,0,0.0
Beth Thompson,2016-11-30,0,0.0
Gary McGarr,2017-02-28,0,0.0
Gary McGarr,2017-01-31,0,0.0
Gary McGarr,2016-11-30,0,0.0
Gary McGarr,2016-02-29,0,0.0
Gary McGarr,2016-10-31,0,0.0
Gary McGarr,2016-09-30,0,0.0
Gary McGarr,2016-08-31,0,0.0
Gary McGarr,2016-07-31,0,0.0
Gary McGarr,2016-06-30,0,0.0
Gary McGarr,2016-05-31,0,0.0
Gary McGarr,2016-04-30,0,0.0
Gary McGarr,2016-03-31,0,0.0
Gary Mitchum,2017-10-31,0,0.0
Gary Mitchum,2017-11-30,0,0.0
Beth Thompson,2016-03-31,0,0.0
Gene Hale,2016-10-31,0,0.0
Gene McClure,2015-02-28,0,0.0
Gene McClure,2015-01-31,0,0.0
Gene McClure,2014-12-31,0,0.0
Gene McClure,2014-11-30,0,0.0
Gene McClure,2014-10-31,0,0.0
Gene McClure,2014-09-30,0,0.0
Beth Thompson,2015-02-28,0,0.0
Gene Hale,2016-11-30,0,0.0
Gene Hale,2016-09-30,0,0.0
Gene McClure,2015-04-30,0,0.0
Gene Hale,2016-08-31,0,0.0
Gene Hale,2016-07-31,0,0.0
Gene Hale,2016-06-30,0,0.0
Gene Hale,2016-05-31,0,0.0
Gene Hale,2016-04-30,0,0.0
Gene Hale,2016-03-31,0,0.0
Gene Hale,2016-02-29,0,0.0
Gene Hale,2016-01-31,0,0.0
Beth Thompson,2015-01-31,0,0.0
Gene McClure,2015-05-31,0,0.0
Beth Thompson,2016-02-29,0,0.0
Beth Thompson,2014-11-30,0,0.0
Gene McClure,2017-01-31,0,0.0
Gene McClure,2016-12-31,0,0.0
Gene McClure,2016-11-30,0,0.0
Gene McClure,2016-10-31,0,0.0
Gene McClure,2016-09-30,0,0.0
Gene McClure,2016-08-31,0,0.0
Gene McClure,2016-07-31,0,0.0
Beth Thompson,2014-10-31,0,0.0
Gene McClure,2016-04-30,0,0.0
Gene McClure,2015-06-30,0,0.0
Gene McClure,2016-03-31,0,0.0
Gene McClure,2016-02-29,0,0.0
Gene McClure,2016-01-31,0,0.0
Gene McClure,2015-12-31,0,0.0
Gene McClure,2015-11-30,0,0.0
Beth Thompson,2014-12-31,0,0.0
Gene McClure,2015-08-31,0,0.0
Gene McClure,2015-07-31,0,0.0
Gene Hale,2015-12-31,0,0.0
Gene Hale,2015-11-30,0,0.0
Beth Thompson,2015-03-31,0,0.0
Gary Zandusky,2015-06-30,0,0.0
Gary Zandusky,2016-02-29,0,0.0
Gary Zandusky,2016-01-31,0,0.0
Beth Thompson,2015-10-31,0,0.0
Beth Thompson,2015-11-30,0,0.0
Gary Zandusky,2015-10-31,0,0.0
Gary Zandusky,2015-09-30,0,0.0
Gary Zandusky,2015-08-31,0,0.0
Gary Zandusky,2015-07-31,0,0.0
Gary Zandusky,2015-05-31,0,0.0
Beth Thompson,2015-04-30,0,0.0
Gary Zandusky,2015-04-30,0,0.0
Gary Zandusky,2015-03-31,0,0.0
Gary Zandusky,2015-02-28,0,0.0
Gary Zandusky,2015-01-31,0,0.0
Gary Zandusky,2014-12-31,0,0.0
Gary Zandusky,2014-11-30,0,0.0
Gary Zandusky,2014-10-31,0,0.0
Beth Thompson,2016-01-31,0,0.0
Beth Thompson,2015-08-31,0,0.0
Gary Zandusky,2016-04-30,0,0.0
Gary Zandusky,2016-05-31,0,0.0
Gary Zandusky,2016-06-30,0,0.0
Gary Zandusky,2017-11-30,0,0.0
Gary Zandusky,2017-10-31,0,0.0
Beth Thompson,2015-05-31,0,0.0
Gary Zandusky,2017-08-31,0,0.0
Gary Zandusky,2017-07-31,0,0.0
Gary Zandusky,2017-06-30,0,0.0
Beth Thompson,2015-06-30,0,0.0
Gary Zandusky,2017-04-30,0,0.0
Gary Zandusky,2017-03-31,0,0.0
Gary Zandusky,2017-02-28,0,0.0
Gary Zandusky,2017-01-31,0,0.0
Beth Thompson,2015-07-31,0,0.0
Gary Zandusky,2016-11-30,0,0.0
Gary Zandusky,2016-10-31,0,0.0
Gary Zandusky,2016-09-30,0,0.0
Gary Zandusky,2016-08-31,0,0.0
Gary Zandusky,2016-07-31,0,0.0
Giulietta Dortch,2015-12-31,0,0.0
Giulietta Dortch,2016-02-29,0,0.0
Guy Armstrong,2015-02-28,0,0.0
Greg Matthias,2015-10-31,0,0.0
Beth Fritzler,2015-11-30,0,0.0
Greg Matthias,2016-05-31,0,0.0
Greg Matthias,2016-04-30,0,0.0
Greg Matthias,2016-03-31,0,0.0
Greg Matthias,2016-02-29,0,0.0
Greg Matthias,2016-01-31,0,0.0
Greg Matthias,2015-12-31,0,0.0
Greg Matthias,2015-11-30,0,0.0
Greg Matthias,2015-09-30,0,0.0
Greg Matthias,2016-08-31,0,0.0
Greg Matthias,2015-08-31,0,0.0
Greg Matthias,2015-07-31,0,0.0
Greg Matthias,2015-06-30,0,0.0
Greg Matthias,2015-05-31,0,0.0
Greg Matthias,2015-04-30,0,0.0
Greg Matthias,2015-03-31,0,0.0
Greg Matthias,2015-02-28,0,0.0
Greg Matthias,2015-01-31,0,0.0
Greg Matthias,2016-07-31,0,0.0
Beth Fritzler,2015-10-31,0,0.0
Greg Matthias,2014-11-30,0,0.0
Beth Fritzler,2015-07-31,0,0.0
Greg Maxwell,2014-12-31,0,0.0
Greg Maxwell,2014-11-30,0,0.0
Greg Maxwell,2014-10-31,0,0.0
Greg Maxwell,2014-09-30,0,0.0
Greg Maxwell,2014-08-31,0,0.0
Greg Maxwell,2014-07-31,0,0.0
Greg Maxwell,2014-06-30,0,0.0
Greg Maxwell,2014-05-31,0,0.0
Beth Fritzler,2015-08-31,0,0.0
Beth Fritzler,2015-09-30,0,0.0
Greg Matthias,2017-06-30,0,0.0
Greg Matthias,2017-05-31,0,0.0
Greg Matthias,2017-04-30,0,0.0
Greg Matthias,2017-03-31,0,0.0
Greg Matthias,2017-02-28,0,0.0
Greg Matthias,2017-01-31,0,0.0
Greg Matthias,2016-12-31,0,0.0
Greg Matthias,2016-11-30,0,0.0
Greg Matthias,2014-12-31,0,0.0
Greg Matthias,2014-10-31,0,0.0
Beth Fritzler,2016-07-31,0,0.0
Beth Fritzler,2016-04-30,0,0.0
Greg Hansen,2016-06-30,0,0.0
Greg Hansen,2016-05-31,0,0.0
Greg Hansen,2016-04-30,0,0.0
Greg Hansen,2016-03-31,0,0.0
Greg Hansen,2016-02-29,0,0.0
Greg Hansen,2016-01-31,0,0.0
Greg Hansen,2015-12-31,0,0.0
Beth Fritzler,2016-03-31,0,0.0
Beth Fritzler,2016-05-31,0,0.0
Greg Hansen,2016-08-31,0,0.0
Greg Guthrie,2017-09-30,0,0.0
Greg Guthrie,2017-08-31,0,0.0
Greg Guthrie,2017-07-31,0,0.0
Greg Guthrie,2017-06-30,0,0.0
Greg Guthrie,2017-05-31,0,0.0
Beth Fritzler,2016-06-30,0,0.0
Greg Guthrie,2017-03-31,0,0.0
Greg Guthrie,2017-02-28,0,0.0
Greg Hansen,2016-07-31,0,0.0
Greg Hansen,2016-09-30,0,0.0
Greg Matthias,2014-09-30,0,0.0
Greg Hansen,2017-08-31,0,0.0
Beth Fritzler,2015-12-31,0,0.0
Greg Matthias,2014-07-31,0,0.0
Greg Matthias,2014-06-30,0,0.0
Beth Fritzler,2016-01-31,0,0.0
Beth Fritzler,2016-02-29,0,0.0
Greg Hansen,2017-11-30,0,0.0
Greg Hansen,2017-10-31,0,0.0
Greg Hansen,2017-09-30,0,0.0
Greg Hansen,2017-07-31,0,0.0
Greg Hansen,2016-10-31,0,0.0
Greg Hansen,2017-06-30,0,0.0
Greg Hansen,2017-05-31,0,0.0
Greg Hansen,2017-04-30,0,0.0
Greg Hansen,2017-03-31,0,0.0
Greg Hansen,2017-02-28,0,0.0
Greg Hansen,2017-01-31,0,0.0
Greg Hansen,2016-12-31,0,0.0
Greg Hansen,2016-11-30,0,0.0
Greg Maxwell,2015-01-31,0,0.0
Greg Maxwell,2015-02-28,0,0.0
Greg Maxwell,2015-03-31,0,0.0
Greg Tran,2016-04-30,0,0.0
Beth Fritzler,2014-11-30,0,0.0
Greg Tran,2016-11-30,0,0.0
Greg Tran,2016-10-31,0,0.0
Greg Tran,2016-09-30,0,0.0
Greg Tran,2016-08-31,0,0.0
Greg Tran,2016-07-31,0,0.0
Beth Fritzler,2014-12-31,0,0.0
Greg Tran,2016-05-31,0,0.0
Greg Tran,2016-03-31,0,0.0
Greg Tran,2017-02-28,0,0.0
Beth Fritzler,2015-01-31,0,0.0
Greg Tran,2016-01-31,0,0.0
Greg Tran,2015-12-31,0,0.0
Greg Tran,2015-11-30,0,0.0
Greg Tran,2015-10-31,0,0.0
Greg Tran,2015-09-30,0,0.0
Greg Tran,2015-08-31,0,0.0
Greg Tran,2015-07-31,0,0.0
Greg Tran,2017-01-31,0,0.0
Greg Tran,2017-03-31,0,0.0
Greg Maxwell,2015-04-30,0,0.0
Guy Armstrong,2014-05-31,0,0.0
Guy Armstrong,2015-01-31,0,0.0
Beth Fritzler,2014-05-31,0,0.0
Guy Armstrong,2014-11-30,0,0.0
Guy Armstrong,2014-10-31,0,0.0
Guy Armstrong,2014-09-30,0,0.0
Guy Armstrong,2014-08-31,0,0.0
Guy Armstrong,2014-07-31,0,0.0
Guy Armstrong,2014-06-30,0,0.0
Guy Armstrong,2014-04-30,0,0.0
Greg Tran,2017-04-30,0,0.0
Beth Fritzler,2014-06-30,0,0.0
Beth Fritzler,2014-07-31,0,0.0
Greg Tran,2017-10-31,0,0.0
Greg Tran,2017-09-30,0,0.0
Beth Fritzler,2014-08-31,0,0.0
Greg Tran,2017-07-31,0,0.0
Beth Fritzler,2014-09-30,0,0.0
Beth Fritzler,2014-10-31,0,0.0
Greg Tran,2015-06-30,0,0.0
Greg Tran,2015-05-31,0,0.0
Beth Fritzler,2015-02-28,0,0.0
Greg Maxwell,2016-02-29,0,0.0
Greg Maxwell,2016-10-31,0,0.0
Beth Fritzler,2015-06-30,0,0.0
Greg Maxwell,2016-08-31,0,0.0
Greg Maxwell,2016-07-31,0,0.0
Greg Maxwell,2016-06-30,0,0.0
Greg Maxwell,2016-05-31,0,0.0
Greg Maxwell,2016-04-30,0,0.0
Greg Maxwell,2016-03-31,0,0.0
Greg Maxwell,2016-01-31,0,0.0
Greg Tran,2015-03-31,0,0.0
Greg Maxwell,2015-12-31,0,0.0
Greg Maxwell,2015-11-30,0,0.0
Greg Maxwell,2015-10-31,0,0.0
Greg Maxwell,2015-09-30,0,0.0
Greg Maxwell,2015-08-31,0,0.0
Greg Maxwell,2015-07-31,0,0.0
Greg Maxwell,2015-06-30,0,0.0
Greg Maxwell,2015-05-31,0,0.0
Greg Maxwell,2016-11-30,0,0.0
Greg Maxwell,2016-12-31,0,0.0
Greg Maxwell,2017-01-31,0,0.0
Greg Maxwell,2017-02-28,0,0.0
Greg Tran,2015-02-28,0,0.0
Greg Tran,2015-01-31,0,0.0
Greg Tran,2014-12-31,0,0.0
Beth Fritzler,2015-03-31,0,0.0
Greg Tran,2014-10-31,0,0.0
Greg Tran,2014-09-30,0,0.0
Greg Tran,2014-08-31,0,0.0
Greg Tran,2014-07-31,0,0.0
Greg Tran,2014-06-30,0,0.0
Beth Fritzler,2015-04-30,0,0.0
Beth Fritzler,2015-05-31,0,0.0
Greg Maxwell,2017-08-31,0,0.0
Greg Maxwell,2017-07-31,0,0.0
Greg Maxwell,2017-06-30,0,0.0
Greg Maxwell,2017-05-31,0,0.0
Greg Maxwell,2017-04-30,0,0.0
Greg Maxwell,2017-03-31,0,0.0
Greg Guthrie,2017-01-31,0,0.0
Beth Fritzler,2016-08-31,0,0.0
Giulietta Dortch,2016-03-31,0,0.0
Giulietta Weimer,2016-12-31,0,0.0
Giulietta Weimer,2017-08-31,0,0.0
Beth Paige,2014-12-31,0,0.0
Giulietta Weimer,2017-06-30,0,0.0
Giulietta Weimer,2017-05-31,0,0.0
Giulietta Weimer,2017-04-30,0,0.0
Giulietta Weimer,2017-03-31,0,0.0
Giulietta Weimer,2017-02-28,0,0.0
Giulietta Weimer,2017-01-31,0,0.0
Giulietta Weimer,2016-11-30,0,0.0
Giulietta Weimer,2017-10-31,0,0.0
Beth Paige,2015-01-31,0,0.0
Giulietta Weimer,2016-09-30,0,0.0
Giulietta Weimer,2016-08-31,0,0.0
Giulietta Weimer,2016-07-31,0,0.0
Giulietta Weimer,2016-06-30,0,0.0
Giulietta Weimer,2016-05-31,0,0.0
Giulietta Weimer,2016-04-30,0,0.0
Giulietta Weimer,2016-03-31,0,0.0
Giulietta Weimer,2017-09-30,0,0.0
Giulietta Weimer,2017-11-30,0,0.0
Giulietta Weimer,2016-01-31,0,0.0
Grace Kelly,2015-03-31,0,0.0
Beth Fritzler,2017-05-31,0,0.0
Grace Kelly,2015-10-31,0,0.0
Grace Kelly,2015-09-30,0,0.0
Beth Fritzler,2017-06-30,0,0.0
Grace Kelly,2015-07-31,0,0.0
Beth Fritzler,2017-08-31,0,0.0
Grace Kelly,2015-05-31,0,0.0
Grace Kelly,2015-04-30,0,0.0
Grace Kelly,2015-02-28,0,0.0
Beth Paige,2014-11-30,0,0.0
Grace Kelly,2015-01-31,0,0.0
Grace Kelly,2014-12-31,0,0.0
Grace Kelly,2014-11-30,0,0.0
Grace Kelly,2014-10-31,0,0.0
Grace Kelly,2014-09-30,0,0.0
Grace Kelly,2014-08-31,0,0.0
Beth Fritzler,2017-09-30,0,0.0
Beth Fritzler,2017-10-31,0,0.0
Beth Paige,2015-02-28,0,0.0
Giulietta Weimer,2015-12-31,0,0.0
Greg Guthrie,2016-10-31,0,0.0
Giulietta Dortch,2017-01-31,0,0.0
Giulietta Dortch,2017-09-30,0,0.0
Giulietta Dortch,2017-08-31,0,0.0
Giulietta Dortch,2017-07-31,0,0.0
Beth Paige,2015-06-30,0,0.0
Giulietta Dortch,2017-05-31,0,0.0
Giulietta Dortch,2017-04-30,0,0.0
Giulietta Dortch,2017-03-31,0,0.0
Giulietta Dortch,2017-02-28,0,0.0
Giulietta Dortch,2016-12-31,0,0.0
Giulietta Dortch,2017-11-30,0,0.0
Giulietta Dortch,2016-11-30,0,0.0
Giulietta Dortch,2016-10-31,0,0.0
Beth Paige,2015-07-31,0,0.0
Giulietta Dortch,2016-08-31,0,0.0
Giulietta Dortch,2016-07-31,0,0.0
Giulietta Dortch,2016-06-30,0,0.0
Giulietta Dortch,2016-05-31,0,0.0
Giulietta Dortch,2016-04-30,0,0.0
Giulietta Dortch,2017-10-31,0,0.0
Beth Paige,2015-05-31,0,0.0
Giulietta Weimer,2015-11-30,0,0.0
Giulietta Weimer,2015-02-28,0,0.0
Giulietta Weimer,2015-10-31,0,0.0
Beth Paige,2015-03-31,0,0.0
Giulietta Weimer,2015-08-31,0,0.0
Giulietta Weimer,2015-07-31,0,0.0
Giulietta Weimer,2015-06-30,0,0.0
Giulietta Weimer,2015-05-31,0,0.0
Giulietta Weimer,2015-04-30,0,0.0
Giulietta Weimer,2015-03-31,0,0.0
Giulietta Weimer,2015-01-31,0,0.0
Giulietta Weimer,2014-04-30,0,0.0
Giulietta Weimer,2014-12-31,0,0.0
Giulietta Weimer,2014-11-30,0,0.0
Giulietta Weimer,2014-10-31,0,0.0
Giulietta Weimer,2014-09-30,0,0.0
Giulietta Weimer,2014-08-31,0,0.0
Beth Paige,2015-04-30,0,0.0
Giulietta Weimer,2014-06-30,0,0.0
Giulietta Weimer,2014-05-31,0,0.0
Grace Kelly,2015-12-31,0,0.0
Grace Kelly,2016-01-31,0,0.0
Grace Kelly,2016-02-29,0,0.0
Grant Thornton,2017-05-31,0,0.0
Greg Guthrie,2014-11-30,0,0.0
Beth Fritzler,2016-11-30,0,0.0
Beth Fritzler,2016-12-31,0,0.0
Grant Thornton,2017-10-31,0,0.0
Grant Thornton,2017-09-30,0,0.0
Grant Thornton,2017-08-31,0,0.0
Grant Thornton,2017-07-31,0,0.0
Grant Thornton,2017-06-30,0,0.0
Grant Thornton,2017-04-30,0,0.0
Greg Guthrie,2015-01-31,0,0.0
Grant Thornton,2017-03-31,0,0.0
Grant Thornton,2017-02-28,0,0.0
Grant Thornton,2017-01-31,0,0.0
Grant Thornton,2016-12-31,0,0.0
Grant Thornton,2016-11-30,0,0.0
Grant Thornton,2016-10-31,0,0.0
Grant Thornton,2016-09-30,0,0.0
Grant Thornton,2016-08-31,0,0.0
Greg Guthrie,2014-12-31,0,0.0
Greg Guthrie,2015-02-28,0,0.0
Grace Kelly,2016-03-31,0,0.0
Greg Guthrie,2016-01-31,0,0.0
Greg Guthrie,2016-09-30,0,0.0
Beth Fritzler,2016-09-30,0,0.0
Greg Guthrie,2016-07-31,0,0.0
Greg Guthrie,2016-06-30,0,0.0
Greg Guthrie,2016-05-31,0,0.0
Greg Guthrie,2016-04-30,0,0.0
Greg Guthrie,2016-03-31,0,0.0
Greg Guthrie,2016-02-29,0,0.0
Greg Guthrie,2015-12-31,0,0.0
Greg Guthrie,2015-03-31,0,0.0
Greg Guthrie,2015-11-30,0,0.0
Greg Guthrie,2015-10-31,0,0.0
Greg Guthrie,2015-09-30,0,0.0
Greg Guthrie,2015-08-31,0,0.0
Greg Guthrie,2015-07-31,0,0.0
Greg Guthrie,2015-06-30,0,0.0
Greg Guthrie,2015-05-31,0,0.0
Beth Fritzler,2016-10-31,0,0.0
Grant Thornton,2016-07-31,0,0.0
Grant Thornton,2016-06-30,0,0.0
Grant Thornton,2016-05-31,0,0.0
Grace Kelly,2017-01-31,0,0.0
Beth Fritzler,2017-02-28,0,0.0
Grace Kelly,2017-08-31,0,0.0
Grace Kelly,2017-07-31,0,0.0
Grace Kelly,2017-06-30,0,0.0
Grace Kelly,2017-05-31,0,0.0
Grace Kelly,2017-04-30,0,0.0
Grace Kelly,2017-03-31,0,0.0
Grace Kelly,2017-02-28,0,0.0
Beth Fritzler,2017-03-31,0,0.0
Grant Thornton,2016-04-30,0,0.0
Grace Kelly,2016-11-30,0,0.0
Grace Kelly,2016-10-31,0,0.0
Grace Kelly,2016-09-30,0,0.0
Grace Kelly,2016-08-31,0,0.0
Grace Kelly,2016-07-31,0,0.0
Grace Kelly,2016-06-30,0,0.0
Grace Kelly,2016-05-31,0,0.0
Beth Fritzler,2017-04-30,0,0.0
Grant Thornton,2014-07-31,0,0.0
Grant Thornton,2014-08-31,0,0.0
Grant Thornton,2014-09-30,0,0.0
Grant Thornton,2014-10-31,0,0.0
Grant Thornton,2016-03-31,0,0.0
Grant Thornton,2016-02-29,0,0.0
Grant Thornton,2016-01-31,0,0.0
Grant Thornton,2015-12-31,0,0.0
Beth Fritzler,2017-01-31,0,0.0
Grant Thornton,2015-10-31,0,0.0
Grant Thornton,2015-09-30,0,0.0
Grant Thornton,2015-08-31,0,0.0
Grant Thornton,2015-07-31,0,0.0
Grant Thornton,2015-06-30,0,0.0
Grant Thornton,2015-05-31,0,0.0
Grant Thornton,2015-04-30,0,0.0
Grant Thornton,2015-03-31,0,0.0
Grant Thornton,2015-02-28,0,0.0
Grant Thornton,2015-01-31,0,0.0
Grant Thornton,2014-12-31,0,0.0
Grant Thornton,2014-11-30,0,0.0
Hunter Glantz,2017-08-31,0,0.0
Hunter Glantz,2017-09-30,0,0.0
Hunter Glantz,2017-10-31,0,0.0
Jennifer Halladay,2017-01-31,0,0.0
Jennifer Halladay,2017-09-30,0,0.0
Jennifer Halladay,2017-08-31,0,0.0
Jennifer Halladay,2017-07-31,0,0.0
Jennifer Halladay,2017-06-30,0,0.0
Jennifer Halladay,2017-05-31,0,0.0
Jennifer Halladay,2017-04-30,0,0.0
Jennifer Halladay,2017-03-31,0,0.0
Jennifer Halladay,2017-02-28,0,0.0
Jennifer Halladay,2016-12-31,0,0.0
Becky Pak,2015-10-31,0,0.0
Jennifer Halladay,2016-11-30,0,0.0
Jennifer Halladay,2016-10-31,0,0.0
Jennifer Halladay,2016-09-30,0,0.0
Jennifer Halladay,2016-08-31,0,0.0
Jennifer Halladay,2016-07-31,0,0.0
Jennifer Halladay,2016-06-30,0,0.0
Jennifer Halladay,2016-05-31,0,0.0
Jennifer Halladay,2016-04-30,0,0.0
Jennifer Halladay,2017-10-31,0,0.0
Becky Pak,2015-09-30,0,0.0
Jennifer Halladay,2016-02-29,0,0.0
Jennifer Jackson,2016-02-29,0,0.0
Jennifer Patt,2014-09-30,0,0.0
Becky Martin,2016-11-30,0,0.0
Becky Martin,2017-01-31,0,0.0
Jennifer Jackson,2016-08-31,0,0.0
Jennifer Jackson,2016-07-31,0,0.0
Jennifer Jackson,2016-05-31,0,0.0
Jennifer Jackson,2016-04-30,0,0.0
Jennifer Jackson,2016-03-31,0,0.0
Jennifer Jackson,2016-01-31,0,0.0
Jennifer Jackson,2015-04-30,0,0.0
Jennifer Jackson,2015-12-31,0,0.0
Jennifer Jackson,2015-11-30,0,0.0
Jennifer Jackson,2015-10-31,0,0.0
Becky Pak,2015-07-31,0,0.0
Jennifer Jackson,2015-08-31,0,0.0
Jennifer Jackson,2015-07-31,0,0.0
Becky Pak,2015-08-31,0,0.0
Jennifer Jackson,2015-05-31,0,0.0
Jennifer Halladay,2016-03-31,0,0.0
Jennifer Halladay,2016-01-31,0,0.0
Jennifer Ferguson,2016-05-31,0,0.0
Jennifer Ferguson,2017-04-30,0,0.0
Becky Pak,2015-12-31,0,0.0
Jennifer Ferguson,2017-11-30,0,0.0
Jennifer Ferguson,2017-10-31,0,0.0
Becky Pak,2016-01-31,0,0.0
Jennifer Ferguson,2017-08-31,0,0.0
Jennifer Ferguson,2017-07-31,0,0.0
Jennifer Ferguson,2017-06-30,0,0.0
Jennifer Ferguson,2017-05-31,0,0.0
Jennifer Ferguson,2017-03-31,0,0.0
Jennifer Halladay,2014-03-31,0,0.0
Jennifer Ferguson,2017-02-28,0,0.0
Jennifer Ferguson,2017-01-31,0,0.0
Jennifer Ferguson,2016-12-31,0,0.0
Jennifer Ferguson,2016-11-30,0,0.0
Jennifer Ferguson,2016-10-31,0,0.0
Jennifer Ferguson,2016-09-30,0,0.0
Jennifer Ferguson,2016-08-31,0,0.0
Jennifer Ferguson,2016-07-31,0,0.0
Becky Pak,2015-11-30,0,0.0
Jennifer Halladay,2014-04-30,0,0.0
Jennifer Halladay,2015-12-31,0,0.0
Jennifer Halladay,2015-03-31,0,0.0
Jennifer Halladay,2015-11-30,0,0.0
Jennifer Halladay,2015-10-31,0,0.0
Jennifer Halladay,2015-09-30,0,0.0
Jennifer Halladay,2015-08-31,0,0.0
Jennifer Halladay,2015-07-31,0,0.0
Jennifer Halladay,2015-06-30,0,0.0
Jennifer Halladay,2015-05-31,0,0.0
Jennifer Halladay,2015-04-30,0,0.0
Jennifer Halladay,2015-02-28,0,0.0
Jennifer Halladay,2014-05-31,0,0.0
Jennifer Halladay,2015-01-31,0,0.0
Jennifer Halladay,2014-12-31,0,0.0
Jennifer Halladay,2014-11-30,0,0.0
Jennifer Halladay,2014-10-31,0,0.0
Jennifer Halladay,2014-09-30,0,0.0
Jennifer Halladay,2014-08-31,0,0.0
Jennifer Halladay,2014-07-31,0,0.0
Jennifer Halladay,2014-06-30,0,0.0
Jennifer Patt,2014-10-31,0,0.0
Jennifer Patt,2014-11-30,0,0.0
Jennifer Patt,2014-12-31,0,0.0
